"autor"	"chunkid"	"und"	"der"	"die"	"in"	"das"	"ich"	"sie"	"den"	"zu"	"nicht"	"er"	"es"	"sich"	"von"	"dem"	"mit"	"auf"	"ein"	"so"	"aber"	"war"	"ist"	"auch"	"wie"	"als"	"an"	"was"	"daß"	"noch"	"eine"	"wenn"	"hatte"	"du"	"des"	"aus"	"mir"	"im"	"wir"	"doch"	"nach"	"da"	"nur"	"um"	"ihr"	"hat"	"einen"	"für"	"man"	"wieder"	"ihm"	"sein"	"haben"	"mich"	"ja"	"über"	"vor"	"einem"	"oder"	"nun"	"denn"	"immer"	"ihn"	"dann"	"alles"	"bei"	"habe"	"sagte"	"frau"	"am"	"hier"	"mehr"	"schon"	"uns"	"seine"	"einer"	"jetzt"	"ganz"	"herr"	"s"	"nichts"	"sind"	"durch"	"seiner"	"sehr"	"wohl"	"unter"	"kann"	"dieser"	"bis"	"meine"	"wird"	"sei"	"seinen"	"mein"	"zum"	"seinem"	"werden"	"recht"	"wo"	"waren"	"alten"	"ihre"	"dir"	"diese"	"alte"	"gut"	"alle"	"sagen"	"will"	"ihnen"	"sah"	"dich"	"zeit"	"hin"	"etwas"	"hand"	"bin"	"diesem"	"weil"	"vom"	"welt"	"ihrer"	"kam"	"her"	"leben"	"wurde"	"weiß"	"mutter"	"gewesen"	"hätte"	"muß"	"konnte"	"ob"	"viel"	"ihren"	"können"	"lassen"	"gar"	"ohne"	"gegen"	"erst"	"ging"	"während"	"einmal"	"selbst"	"soll"	"ihrem"	"stand"	"eben"	"bloß"	"vielleicht"	"machen"	"mann"	"zur"	"wollen"	"heute"	"keine"	"eigentlich"	"wäre"	"kind"	"hatten"	"kein"	"wer"	"liebe"	"herrn"	"dazu"	"hause"	"weiter"	"mal"	"welche"	"gleich"	"lieber"	"nahm"	"andern"	"sehen"	"gott"	"wollte"	"freilich"	"zwischen"	"wissen"	"nein"	"tage"	"tag"	"dabei"	"beiden"	"davon"	"lange"	"selber"	"hast"	"zwei"	"also"	"wort"	"o"	"weg"	"würde"	"fort"	"junge"	"diesen"	"sondern"	"guten"
"Raabe"	517	44	29	20	16	7	8	9	22	9	9	20	13	5	18	11	11	12	5	7	5	1	12	7	10	4	3	2	2	3	2	2	2	2	2	2	5	3	13	4	2	8	1	2	0	4	1	3	0	2	2	1	9	0	2	2	5	5	0	5	0	3	4	1	4	1	1	1	0	2	1	0	0	3	4	2	3	1	6	1	0	6	4	2	3	0	3	0	0	1	1	3	1	1	5	1	3	1	3	2	2	2	0	4	1	1	2	0	1	0	1	2	1	0	0	0	0	1	1	0	3	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	2	1	0	1	0	0	1	0	0	0	2	0	0	0	0	3	1	0	1	0	2	1	1	0	0	2	1	0	1	1	0	1	0	6	0	0	0	1	0	0	0	1	0	0	2	0	1	1	1	0	0	0	0	0	4	1	0	1	0	0	1	3
"Raabe"	518	35	27	12	16	11	21	24	8	15	11	17	19	12	12	5	8	13	5	9	6	5	21	6	4	6	4	0	7	2	3	2	6	1	3	3	5	1	9	4	3	6	5	3	8	3	2	3	1	2	6	2	6	1	3	1	2	3	1	7	1	3	7	2	1	2	5	3	0	0	2	1	2	4	5	4	4	3	7	0	0	1	1	0	5	2	1	1	2	1	0	2	2	1	1	0	2	0	4	2	2	2	3	0	0	0	1	3	1	0	0	2	0	1	0	0	2	3	0	0	1	1	2	0	1	0	2	0	1	2	3	0	1	0	2	2	3	1	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	1	1	1	0	1	1	2	1	0	0	0	1	0	3	0	0	0	1	0	0	1	0	0	1	1	1	3	0	0	0	0	1	1	2	1	0	1	2	0	1
"Raabe"	519	52	23	27	12	17	9	17	21	6	4	13	13	12	21	9	9	12	7	8	8	7	8	3	4	5	10	4	5	5	5	1	2	2	7	4	0	7	3	2	4	3	1	2	1	3	4	1	1	1	3	1	2	3	1	4	2	1	0	2	3	1	3	3	3	0	5	1	0	3	0	1	2	4	3	1	4	0	6	2	2	1	2	3	0	1	1	0	0	0	1	0	2	0	2	2	2	0	1	1	0	5	0	3	1	2	2	1	1	1	4	4	0	1	1	0	2	1	2	0	1	3	0	2	1	1	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	3	0	1	0	0	1	1	0	0	1	1	1	3	0	0	0	0	1	2	1	1	1	0	0	0	2	1	0	0	0	0	2	2	0	1	0	2	0	1	0	1	0	0	2	0	2	1	0	2	0	1	4	1	0	2	0	0	0	0
"Raabe"	520	7	5	6	8	1	5	3	2	1	1	4	4	3	3	3	1	0	2	1	0	0	4	3	2	4	2	1	2	3	0	1	0	1	2	1	0	1	3	0	0	0	0	1	0	1	0	1	1	0	0	1	3	1	1	0	1	3	0	1	0	0	0	0	0	2	1	0	0	0	1	0	1	0	1	1	1	0	0	0	2	0	0	0	0	1	1	1	1	1	0	2	0	2	0	0	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
"Raabe"	521	40	11	15	12	18	17	17	21	16	9	6	11	5	10	7	7	8	7	11	4	3	10	6	10	6	5	7	7	4	2	8	4	6	2	8	9	4	3	10	5	3	5	6	3	3	2	4	2	6	3	1	2	6	3	5	4	4	4	3	3	2	3	1	1	3	2	0	3	1	0	2	1	2	1	2	8	2	1	0	3	3	2	3	3	2	3	1	2	1	4	1	0	1	3	0	2	2	3	0	1	0	2	3	1	0	0	0	4	1	2	1	3	3	0	1	2	2	1	0	0	0	0	0	0	1	0	2	0	0	1	0	2	1	2	1	0	0	1	0	0	0	1	1	1	0	1	0	1	1	1	0	1	0	0	0	2	1	1	1	3	1	1	1	2	0	1	1	1	3	0	0	2	2	0	0	2	1	2	2	2	1	0	0	2	2	0	0	1	1	0	0	0	0	0	0	0	1	2	0	0
"Raabe"	522	50	23	14	20	15	8	8	8	15	20	5	9	6	13	9	4	5	8	4	5	9	4	13	2	8	5	0	5	10	9	4	6	1	7	1	6	10	7	2	8	1	8	4	1	0	3	2	0	3	3	5	4	1	0	3	0	3	3	0	3	4	0	1	0	3	4	1	2	0	2	1	1	2	2	2	1	2	0	0	1	0	1	2	4	3	3	0	0	1	2	1	1	0	3	2	6	2	1	0	1	1	5	0	1	0	0	1	2	0	1	0	1	5	0	3	0	0	0	0	2	1	1	0	0	3	2	0	4	0	0	0	1	0	2	2	1	0	1	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	2	0	1	0	0	0	1	3	0	1	0	0	2	0	1	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	1	1	5	3
"Raabe"	523	48	16	22	15	11	7	12	16	12	4	12	3	3	8	6	6	13	8	5	10	9	4	9	6	4	7	8	2	7	5	4	7	2	6	6	7	3	7	4	3	5	6	2	2	3	4	5	1	1	2	3	6	3	2	2	3	3	3	2	2	0	2	2	0	4	2	1	4	1	1	2	0	1	8	0	1	1	0	0	1	1	1	2	2	0	1	2	3	1	2	0	0	3	5	1	8	0	4	0	0	1	0	1	1	1	2	0	0	1	1	1	0	0	0	0	0	0	1	3	0	2	0	0	1	2	0	0	6	2	1	1	2	0	1	0	0	0	0	1	0	0	0	0	1	0	1	5	0	1	1	1	0	1	1	1	4	1	0	1	0	0	0	0	1	0	0	4	0	1	0	0	1	0	0	1	0	0	2	1	0	0	0	0	0	1	1	1	0	1	0	2	1	0	0	0	0	2	1	0	0
"Raabe"	524	40	23	33	12	14	13	7	13	13	11	4	12	2	10	8	14	10	3	7	6	3	6	7	5	6	2	8	8	5	6	4	2	9	1	6	5	1	3	3	2	3	7	3	3	4	0	4	2	4	2	3	4	4	4	0	3	4	2	1	5	0	1	0	2	5	1	2	4	0	2	4	1	1	2	1	2	3	0	0	0	2	1	1	3	6	2	1	1	1	5	1	1	3	6	1	0	1	1	0	1	0	0	4	0	1	0	0	2	1	1	0	3	4	0	2	0	1	1	0	0	6	0	0	0	1	0	1	5	0	2	1	1	1	0	3	3	0	3	0	0	0	0	0	1	0	0	0	0	1	2	0	0	1	1	1	3	0	0	0	1	0	1	1	0	1	2	0	1	0	0	1	4	0	1	0	2	1	2	0	1	0	0	0	0	0	0	0	3	0	0	0	1	0	1	0	1	3	0	0	1
"Raabe"	525	41	15	17	13	23	8	13	6	5	11	9	8	6	11	10	12	3	3	6	4	9	2	12	8	4	4	7	6	7	6	4	3	6	2	12	6	8	10	1	3	1	4	0	0	4	1	4	4	4	0	1	6	1	3	10	1	5	1	1	0	0	4	1	0	5	1	2	3	1	1	2	2	6	8	0	0	4	0	1	1	2	0	0	1	1	0	4	0	0	6	2	2	2	3	0	1	2	3	1	1	1	1	0	1	0	0	1	3	1	6	0	1	2	0	1	0	0	1	0	3	0	3	0	1	0	1	1	12	3	0	1	2	1	0	0	0	0	1	1	0	0	2	1	0	1	2	0	0	2	2	0	0	0	1	0	0	1	1	0	1	1	0	0	0	1	1	2	0	2	1	0	2	1	0	0	0	1	0	1	1	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	3	0
"Raabe"	526	42	14	19	14	7	18	21	20	10	10	0	8	4	3	10	13	12	3	7	5	4	4	13	8	5	4	5	14	9	3	5	7	5	2	4	5	3	17	6	4	6	7	0	5	7	0	5	3	3	0	1	4	4	3	1	0	2	4	3	4	0	0	1	0	10	5	2	1	3	4	0	3	7	0	1	3	4	0	0	3	1	1	0	0	2	2	3	1	0	7	0	1	0	4	1	0	1	3	0	3	1	5	0	4	0	2	1	0	1	0	0	1	1	0	2	1	2	0	0	1	0	0	0	0	0	0	0	12	1	0	0	2	3	0	1	1	0	6	0	0	0	1	0	0	0	0	1	0	1	1	0	2	1	1	0	1	1	1	1	0	2	1	0	0	0	0	3	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	2	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0
"Raabe"	527	46	23	25	14	14	12	9	12	14	16	12	8	6	7	10	12	6	4	5	4	7	6	10	4	6	5	5	1	6	5	7	7	4	3	4	3	6	4	5	4	6	4	1	4	5	1	2	2	5	6	5	5	3	3	2	0	3	1	3	2	3	4	1	0	11	2	1	6	5	3	1	1	3	3	1	5	0	2	1	1	0	2	5	1	4	0	1	1	0	2	0	0	2	4	2	0	2	4	0	0	1	0	4	2	0	1	0	1	1	0	0	3	0	0	0	1	1	0	0	2	1	0	1	2	1	1	0	6	0	2	1	0	0	3	3	0	1	1	1	2	1	0	0	2	0	2	1	0	1	2	0	1	2	0	0	0	0	2	1	2	0	0	1	0	0	0	1	1	2	0	0	2	0	0	2	2	1	0	0	0	0	1	1	0	0	0	0	1	0	0	2	4	1	2	1	0	2	0	2	0
"Raabe"	528	40	10	15	5	12	18	15	13	7	17	10	14	6	3	14	10	10	10	11	11	3	7	14	8	2	3	4	7	4	3	10	1	7	1	5	7	8	4	3	4	5	8	1	4	4	0	6	0	4	3	3	4	4	4	3	0	1	3	1	4	0	3	6	2	4	4	0	8	0	1	4	1	2	2	4	2	0	2	2	2	1	2	1	2	3	4	1	1	0	7	1	0	2	1	1	2	1	5	1	1	1	1	2	4	0	1	2	1	2	2	0	0	1	0	0	0	3	0	1	0	2	0	0	0	0	0	3	2	1	1	1	2	0	0	2	1	2	0	0	1	0	1	1	1	1	0	3	1	1	0	0	1	1	0	1	0	0	2	1	2	2	0	0	4	2	2	2	0	3	0	0	0	0	0	1	0	1	0	1	2	0	0	0	1	3	1	0	0	0	1	4	1	0	0	1	0	3	1	3	2
"Raabe"	529	54	23	24	8	6	14	8	18	9	14	9	3	10	6	14	10	12	1	6	5	2	6	10	6	3	3	4	2	5	2	8	1	8	5	8	4	7	6	6	3	4	4	3	2	4	3	2	2	3	0	2	3	4	6	5	1	2	2	1	0	0	5	1	0	3	2	1	1	1	7	2	3	4	0	2	4	1	0	4	2	3	2	2	1	2	0	1	1	3	3	6	1	2	5	1	1	2	3	4	0	2	3	3	3	2	0	2	0	0	0	0	2	3	0	0	0	0	0	0	0	4	3	0	2	1	0	0	3	0	0	0	0	1	0	1	1	0	0	0	1	0	1	1	0	0	0	1	0	1	0	0	1	0	0	0	1	1	2	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	1	1	0	0	3	1	0	0	1	1	4	0	0	0	1	1	0
"Raabe"	530	52	24	27	20	9	10	14	10	17	9	3	7	8	3	7	11	10	6	7	7	8	4	3	7	9	3	8	5	1	3	4	2	2	2	8	10	10	6	6	3	7	6	3	4	7	0	6	1	5	0	1	0	2	3	3	2	2	6	2	1	2	0	1	1	4	2	3	3	1	2	2	1	2	1	3	1	0	0	0	2	2	0	2	3	1	0	0	2	2	1	0	1	1	1	1	0	1	1	0	2	0	1	1	2	0	0	1	0	0	1	0	1	1	1	0	1	0	0	0	2	0	1	0	0	0	1	1	3	3	0	1	2	1	0	2	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	1	1	0	1	2	2	3	2	2	0	1	0	0	3	0	1	2	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	2	0	0	4	3	1	1
"Raabe"	531	44	19	17	11	11	13	9	11	10	13	14	9	4	7	10	6	15	6	6	6	3	7	14	5	1	10	4	6	5	10	6	3	2	4	6	2	9	3	7	2	3	5	1	9	5	0	7	1	4	3	1	5	2	8	1	1	0	1	2	0	3	1	2	1	3	1	1	4	3	4	2	0	3	5	1	4	8	0	1	1	1	7	0	2	2	0	0	3	1	1	1	2	2	8	0	0	3	3	0	0	1	4	4	1	1	1	0	1	2	0	0	0	2	0	1	0	3	1	0	0	4	0	0	0	1	1	4	1	0	1	1	0	1	0	0	1	3	4	2	0	0	1	0	2	1	0	0	0	0	1	1	2	1	1	0	0	1	2	0	2	0	0	0	0	1	2	0	0	2	0	0	3	0	0	0	1	0	1	0	1	0	2	0	0	0	0	0	2	0	0	2	3	3	0	0	0	1	0	1	2
"Raabe"	532	47	16	17	16	10	19	21	15	6	8	5	7	6	7	6	12	7	4	9	4	1	3	12	16	4	1	7	2	6	5	4	2	3	3	8	6	5	4	4	6	6	8	3	7	4	3	5	1	0	3	1	6	4	5	2	2	4	2	1	3	2	0	2	0	3	6	0	3	1	4	0	1	3	2	1	3	2	4	1	0	4	1	0	1	5	2	1	0	0	1	0	0	0	2	1	4	0	2	3	1	0	1	1	4	1	0	1	5	2	1	0	1	0	0	0	1	2	0	2	0	2	0	0	0	1	1	1	2	1	2	0	2	1	0	3	2	1	1	3	5	0	1	0	0	2	1	1	0	3	0	0	1	0	1	1	2	0	0	1	2	0	1	0	1	1	2	1	2	0	0	0	1	0	1	2	1	2	2	0	1	0	1	0	0	2	0	0	1	0	0	1	2	1	1	3	0	1	2	3	0
"Raabe"	533	56	19	29	20	10	19	7	17	13	9	3	4	6	9	7	10	9	1	10	5	6	3	10	7	7	6	2	3	8	8	1	2	2	4	10	4	12	2	9	1	14	7	2	16	0	1	1	1	2	3	3	1	5	1	2	2	1	2	1	2	1	0	2	0	0	2	0	0	3	4	4	2	3	0	1	0	2	0	1	1	1	4	1	1	0	1	0	1	0	3	0	1	2	2	0	0	0	1	0	1	1	5	1	0	0	0	3	2	1	0	0	3	3	0	1	0	2	2	0	1	1	1	0	1	1	1	1	4	0	2	0	0	0	2	0	0	0	0	0	1	0	0	0	2	1	0	1	2	2	1	0	1	0	0	0	2	3	0	3	0	0	0	0	1	2	0	2	0	0	0	0	0	2	1	0	1	0	0	2	1	0	0	0	0	3	0	0	0	0	2	1	0	0	0	0	0	0	0	1	2
"Raabe"	534	50	18	13	10	6	24	6	10	4	17	8	5	7	1	10	12	14	4	8	8	3	7	12	6	6	9	16	6	9	4	2	1	10	1	7	1	6	3	5	2	9	5	3	5	2	0	6	1	8	2	0	5	7	2	0	5	1	1	6	6	2	1	1	2	2	5	2	0	2	3	3	2	6	2	2	2	3	0	1	3	2	2	0	1	2	2	4	2	0	10	1	0	2	2	0	1	1	2	0	1	0	3	6	1	0	0	4	0	1	0	0	2	0	2	0	1	2	3	1	0	2	0	1	0	0	2	1	8	3	2	1	1	2	0	0	0	0	3	1	1	0	0	1	0	2	2	2	1	2	2	0	1	0	0	2	2	1	1	0	3	0	0	2	1	0	4	1	1	4	0	0	0	0	0	0	1	2	0	1	2	0	0	0	1	1	1	0	0	3	1	4	1	0	0	1	0	0	0	3	0
"Raabe"	535	42	23	17	7	9	24	6	16	13	9	14	9	5	8	14	9	6	7	6	6	5	5	4	8	2	9	4	5	6	5	5	3	16	6	7	6	4	1	7	11	11	4	4	4	2	3	6	1	5	3	3	3	5	2	5	2	2	3	2	1	1	1	3	2	3	5	4	0	5	1	1	2	3	3	1	3	3	2	0	0	0	0	1	4	2	3	3	1	0	3	0	0	0	4	3	2	2	2	2	0	0	0	6	1	0	2	1	1	1	1	0	4	0	2	0	3	0	2	0	0	1	0	0	0	0	0	1	7	2	1	1	1	2	1	3	0	0	0	0	0	1	1	0	4	0	0	0	0	0	1	1	1	0	0	0	5	0	0	1	0	0	0	0	1	0	1	3	0	3	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	1	3	0	2	0	2	4	0	0	0	0	0	1
"Raabe"	536	41	16	24	13	12	20	9	9	14	14	5	12	5	5	11	12	10	4	8	8	10	3	3	5	2	6	7	6	5	2	5	1	9	2	1	11	3	1	3	3	3	4	6	2	4	6	3	0	6	8	8	1	6	3	0	1	2	1	1	1	0	8	0	0	2	4	0	2	1	1	4	2	3	1	1	2	0	0	0	2	0	2	2	2	1	1	2	1	3	4	0	0	0	1	5	1	0	1	0	0	2	1	6	0	3	5	0	3	0	1	0	4	2	0	2	2	0	0	0	0	1	0	0	0	1	0	0	2	3	3	0	0	4	0	0	2	1	2	0	1	0	0	0	0	0	1	0	0	1	2	0	3	0	1	0	0	0	3	3	0	0	3	0	0	0	1	0	1	3	0	0	2	0	1	1	0	1	0	2	0	0	2	0	0	0	0	0	1	1	0	1	0	0	1	3	0	3	0	0	0
"Raabe"	537	32	26	20	21	7	14	7	19	15	13	12	14	4	11	5	4	8	6	9	7	3	9	7	5	7	8	6	5	7	2	4	7	8	3	10	7	10	4	1	4	2	5	2	2	2	1	5	3	4	3	3	8	7	1	3	0	2	1	1	3	0	2	2	1	2	4	4	2	2	1	5	3	0	1	2	2	1	0	1	0	1	4	1	3	0	3	1	2	2	0	2	1	0	6	1	2	0	1	0	0	0	0	3	3	0	0	0	1	0	1	0	4	2	1	0	1	0	0	0	4	1	1	2	0	2	1	1	3	0	0	0	0	2	1	1	2	0	0	0	0	3	3	0	2	0	0	1	0	1	1	0	0	1	0	1	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	0	0	0	2	0	0	1	1	0	0	2	2	0	1	0	0	8	1	0	0	1	0	0	4	0	1	0	2	0
"Raabe"	538	42	28	28	17	15	24	8	8	15	8	4	4	7	11	11	8	7	2	5	3	4	5	5	8	4	7	5	1	4	1	4	5	2	13	6	10	5	1	1	4	3	1	1	1	2	4	1	3	2	4	1	2	7	0	4	1	1	2	0	1	2	1	0	1	3	0	3	5	0	4	3	0	2	3	4	4	1	4	0	1	1	4	0	0	1	2	3	0	1	0	1	0	0	4	2	0	1	0	1	0	0	1	2	1	2	2	3	0	1	2	0	1	0	1	3	2	2	3	0	0	1	0	0	1	0	0	0	1	0	0	0	0	2	0	2	0	2	1	3	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	1	0	1	0	3	0	0	0	1	0	1	0	0	0	0	1	5	0	0	0	2	0	0	0	0	2	0	1	0	0	0	2	0	0	0	0	0	2
"Raabe"	539	35	20	14	15	11	17	5	25	15	12	14	14	10	16	14	4	7	7	9	4	1	5	12	5	3	2	6	4	5	0	7	2	14	3	8	7	8	3	8	3	6	5	2	0	4	2	5	3	2	1	1	2	8	6	3	2	1	2	2	3	0	0	0	1	12	3	2	1	0	1	1	5	5	2	0	2	2	0	0	2	1	1	1	2	4	0	2	2	1	5	0	1	2	1	0	0	0	4	1	1	4	1	4	0	3	4	0	1	0	0	0	4	2	1	1	0	1	0	0	1	3	1	0	0	0	1	2	5	2	4	0	2	1	1	0	1	1	1	3	0	0	1	1	1	1	1	0	0	2	1	1	1	0	0	0	0	0	0	4	0	1	1	0	0	0	0	2	1	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	6	2	0	2	0	0	2	0	0	3	0	2	0
"Raabe"	540	35	22	15	12	12	26	7	11	20	19	7	19	12	8	7	9	9	3	15	9	6	3	14	5	3	4	5	15	7	4	3	5	6	4	3	11	4	4	7	2	3	7	3	1	4	1	3	0	2	2	1	1	10	7	3	6	1	1	4	1	2	3	0	3	7	3	2	1	2	4	2	1	2	2	0	2	1	0	2	6	1	0	2	5	0	3	6	0	2	2	0	0	2	4	1	1	0	0	0	1	2	0	8	0	4	2	2	3	0	0	0	2	1	0	1	0	2	0	0	1	2	0	1	0	2	0	0	2	3	1	1	0	1	0	1	0	1	1	0	1	0	0	0	2	0	1	0	2	0	1	0	1	0	1	0	0	1	0	0	1	3	2	1	0	0	1	0	1	2	0	0	0	0	0	0	1	0	1	0	2	0	3	0	0	1	0	1	0	1	0	1	0	4	0	0	1	0	0	2	0
"Raabe"	541	30	21	20	17	15	23	20	7	11	8	4	8	11	12	14	9	5	11	9	11	7	5	10	8	1	10	3	3	7	0	3	6	8	4	7	5	2	2	6	5	7	7	6	1	4	1	4	0	5	4	1	4	6	6	3	2	2	0	1	2	5	2	0	1	2	2	2	8	3	4	1	5	4	2	1	2	1	4	1	1	2	0	2	1	1	0	2	2	1	6	1	0	0	3	0	0	0	4	3	0	3	1	0	1	1	0	1	0	2	1	1	2	3	1	0	2	2	4	0	1	2	3	3	1	1	1	1	2	6	2	0	1	1	1	3	1	0	3	1	0	0	0	0	0	0	0	1	1	1	1	0	0	2	1	0	0	2	1	1	1	1	1	0	0	1	2	0	0	3	0	0	0	0	1	1	1	0	3	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	2	0	0	0
"Raabe"	542	26	24	18	17	16	22	10	9	19	12	5	6	8	5	14	8	4	9	4	4	5	4	11	10	5	3	5	6	3	1	2	3	3	13	10	12	5	3	6	4	6	5	6	0	2	1	5	2	3	2	3	4	6	0	2	2	2	3	2	4	0	4	1	0	9	4	3	4	4	4	1	5	2	2	0	4	2	6	1	0	3	1	1	0	2	1	2	2	3	2	2	0	1	4	2	1	1	1	1	0	1	2	3	0	0	1	1	3	0	1	0	1	2	0	0	1	0	3	0	0	1	0	1	0	0	1	0	1	0	0	2	1	0	0	0	0	2	1	0	0	3	0	0	1	0	1	0	0	0	0	0	2	0	2	1	0	1	1	0	1	0	0	0	1	2	0	2	0	1	0	1	1	1	0	0	0	0	1	0	0	1	2	0	0	0	2	0	0	0	0	0	0	0	1	2	0	3	0	2	1
"Raabe"	543	44	13	11	17	10	9	14	12	15	12	9	11	10	16	12	7	4	11	11	6	9	9	17	10	4	5	5	5	3	1	5	3	4	12	4	1	3	11	2	4	4	6	2	3	6	0	7	5	5	3	3	6	4	2	2	4	4	3	1	2	2	1	5	3	4	1	4	1	0	4	0	4	4	3	2	1	2	7	0	3	6	3	0	7	3	2	2	0	0	1	1	0	3	3	2	1	1	4	1	3	0	1	1	0	0	1	1	2	0	1	1	1	0	0	4	2	0	2	1	0	3	4	2	0	0	1	0	0	1	0	1	0	0	1	1	1	0	1	2	1	1	0	0	0	0	1	2	0	0	0	0	1	0	1	0	2	0	1	0	1	1	1	0	0	0	3	1	1	0	0	0	0	0	2	0	0	1	1	1	0	0	0	2	0	0	1	1	1	0	1	0	0	1	0	3	0	1	0	2	0
"Raabe"	544	44	14	11	17	9	25	18	10	16	14	11	15	10	9	10	6	6	8	7	11	4	7	8	7	7	4	3	3	8	3	5	4	1	7	3	3	4	10	4	5	6	9	1	4	9	7	3	4	2	3	2	11	4	2	4	3	1	1	1	1	1	2	2	0	2	1	1	0	1	5	2	3	6	1	0	4	4	2	0	2	2	0	2	3	2	2	5	3	1	0	1	0	0	3	1	0	1	1	0	1	2	1	0	0	1	1	1	6	2	5	0	0	0	0	1	3	2	3	1	0	1	1	0	0	5	1	3	2	1	2	1	0	2	0	1	3	0	4	0	0	1	0	0	1	0	1	2	0	0	2	1	0	0	1	1	3	0	2	1	1	1	1	1	1	3	0	3	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	1	1	0	1	2	0	1	2	2	1	0	2	0	0	0	0	1
"Raabe"	545	52	23	17	21	21	23	13	13	13	13	7	13	5	7	11	6	12	3	10	3	7	2	1	15	3	4	7	8	1	1	4	5	1	6	6	6	7	4	2	2	0	5	5	3	1	5	4	4	1	3	3	1	4	6	3	2	3	3	0	1	2	5	1	4	3	4	2	3	3	1	6	4	2	4	0	1	0	0	0	1	0	4	2	5	0	1	3	2	3	0	1	1	1	3	3	4	0	1	0	0	2	0	0	3	0	1	0	1	0	0	1	0	0	0	0	2	1	1	0	1	4	1	0	0	3	0	3	3	3	3	1	1	1	0	0	2	1	0	0	1	2	1	1	0	0	0	0	0	2	1	1	1	0	0	0	0	1	1	2	1	0	2	0	0	2	0	4	0	0	0	1	1	0	0	0	0	0	1	3	1	1	1	1	0	0	2	0	1	0	0	0	2	0	0	2	0	2	1	2	1
"Raabe"	546	30	25	21	24	15	10	13	14	12	12	6	5	6	2	8	5	13	4	5	8	0	9	10	16	2	8	6	5	6	2	2	3	0	9	6	9	4	5	3	4	3	2	4	3	3	6	5	3	2	2	5	2	5	3	3	1	3	6	0	0	0	7	0	1	3	6	1	4	2	2	1	3	1	2	2	3	1	2	2	1	4	2	2	0	2	2	2	0	0	2	1	0	2	8	1	6	1	2	0	1	1	1	1	0	1	0	0	0	1	1	1	0	0	0	0	1	0	2	0	0	2	0	2	0	2	1	2	1	0	0	0	0	1	0	1	2	2	1	0	4	1	1	0	0	1	0	0	0	0	2	1	0	0	1	0	4	0	2	0	0	0	0	0	0	3	2	1	0	0	0	0	2	1	0	2	0	0	0	0	2	0	0	0	1	0	0	1	1	0	0	1	2	0	0	1	1	1	2	1	1
"Raabe"	547	46	27	16	19	8	18	10	21	19	9	10	9	10	7	14	12	13	3	11	4	7	10	4	5	3	8	4	2	8	0	2	11	5	7	8	4	10	4	3	3	5	3	1	5	2	3	5	0	5	4	0	1	2	1	3	4	3	2	0	0	1	5	1	0	3	2	0	0	1	4	1	2	8	0	0	2	0	1	0	2	1	4	2	0	0	3	1	3	1	6	1	0	1	1	5	2	2	0	0	0	0	1	0	0	2	0	1	2	0	0	1	1	0	0	1	0	1	1	0	1	0	2	1	0	0	1	0	1	3	0	1	1	0	0	1	1	0	0	1	0	1	2	0	2	0	0	1	1	1	0	0	0	0	0	0	2	2	0	0	0	2	2	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	1
